opportunity_id,stage,entry_date,exit_date,days_in_stage,period
OPP-P1-00185,Qualify,01-07-2024,02-07-2024,1,P1
OPP-P1-00186,Qualify,28-02-2024,29-02-2024,1,P1
OPP-P1-00186,Develop,29-02-2024,01-03-2024,1,P1
OPP-P1-00186,Propose,01-03-2024,25-03-2024,24,P1
OPP-P1-00187,Qualify,20-01-2024,21-01-2024,1,P1
OPP-P1-00187,Develop,21-01-2024,22-01-2024,1,P1
OPP-P1-00188,Qualify,05-12-2024,06-12-2024,1,P1
OPP-P1-00188,Develop,06-12-2024,07-12-2024,1,P1
OPP-P1-00188,Propose,07-12-2024,11-01-2025,35,P1
OPP-P1-00189,Qualify,24-03-2024,25-03-2024,1,P1
OPP-P1-00189,Develop,25-03-2024,26-03-2024,1,P1
OPP-P1-00189,Propose,26-03-2024,28-04-2024,33,P1
OPP-P1-00190,Qualify,30-08-2024,31-08-2024,1,P1
OPP-P1-00190,Develop,31-08-2024,01-09-2024,1,P1
OPP-P1-00190,Propose,01-09-2024,09-09-2024,8,P1
OPP-P1-00190,Close,09-09-2024,10-09-2024,1,P1
OPP-P1-00191,Qualify,31-03-2024,01-04-2024,1,P1
OPP-P1-00191,Develop,01-04-2024,02-04-2024,1,P1
OPP-P1-00191,Propose,02-04-2024,27-04-2024,25,P1
OPP-P1-00192,Qualify,04-11-2024,05-11-2024,1,P1
OPP-P1-00192,Develop,05-11-2024,06-11-2024,1,P1
OPP-P1-00193,Qualify,25-06-2024,26-06-2024,1,P1
OPP-P1-00193,Develop,26-06-2024,27-06-2024,1,P1
OPP-P1-00193,Propose,27-06-2024,09-07-2024,12,P1
OPP-P1-00193,Close,09-07-2024,10-07-2024,1,P1
OPP-P1-00194,Qualify,28-04-2024,29-04-2024,1,P1
OPP-P1-00194,Develop,29-04-2024,30-04-2024,1,P1
OPP-P1-00194,Propose,30-04-2024,03-06-2024,34,P1
OPP-P1-00195,Qualify,25-12-2024,26-12-2024,1,P1
OPP-P1-00195,Develop,26-12-2024,27-12-2024,1,P1
OPP-P1-00195,Propose,27-12-2024,17-01-2025,21,P1
OPP-P1-00196,Qualify,25-02-2024,26-02-2024,1,P1
OPP-P1-00197,Qualify,28-09-2024,29-09-2024,1,P1
OPP-P1-00197,Develop,29-09-2024,30-09-2024,1,P1
OPP-P1-00197,Propose,30-09-2024,19-10-2024,19,P1
OPP-P1-00198,Qualify,11-01-2024,12-01-2024,1,P1
OPP-P1-00198,Develop,12-01-2024,13-01-2024,1,P1
OPP-P1-00198,Propose,13-01-2024,28-01-2024,15,P1
OPP-P1-00199,Qualify,03-09-2024,06-07-2025,306,P1
OPP-P1-00199,Develop,06-07-2025,07-07-2025,1,P1
OPP-P1-00199,Propose,07-07-2025,04-08-2025,28,P1
OPP-P1-00200,Qualify,04-02-2024,05-02-2024,1,P1
OPP-P1-00200,Develop,05-02-2024,06-02-2024,1,P1
OPP-P1-00200,Propose,06-02-2024,21-02-2024,15,P1
OPP-P1-00200,Close,21-02-2024,22-02-2024,1,P1
OPP-P1-00201,Qualify,15-12-2024,16-12-2024,1,P1
OPP-P1-00202,Qualify,17-11-2024,18-11-2024,1,P1
OPP-P1-00202,Develop,18-11-2024,19-11-2024,1,P1
OPP-P1-00203,Qualify,22-08-2024,23-08-2024,1,P1
OPP-P1-00203,Develop,23-08-2024,24-08-2024,1,P1
OPP-P1-00203,Propose,24-08-2024,25-09-2024,32,P1
OPP-P1-00204,Qualify,20-06-2024,21-06-2024,1,P1
OPP-P1-00204,Develop,21-06-2024,22-06-2024,1,P1
OPP-P1-00204,Propose,22-06-2024,11-07-2024,19,P1
OPP-P1-00205,Qualify,23-08-2024,24-08-2024,1,P1
OPP-P1-00205,Develop,24-08-2024,25-08-2024,1,P1
OPP-P1-00206,Qualify,17-06-2024,18-06-2024,1,P1
OPP-P1-00206,Develop,18-06-2024,19-06-2024,1,P1
OPP-P1-00206,Propose,19-06-2024,02-07-2024,13,P1
OPP-P1-00206,Close,02-07-2024,03-07-2024,1,P1
OPP-P1-00207,Qualify,17-06-2024,18-06-2024,1,P1
OPP-P1-00207,Develop,18-06-2024,12-08-2025,420,P1
OPP-P1-00208,Qualify,24-10-2024,25-10-2024,1,P1
OPP-P1-00208,Develop,25-10-2024,26-10-2024,1,P1
OPP-P1-00208,Propose,26-10-2024,07-11-2024,12,P1
OPP-P1-00209,Qualify,30-09-2024,01-10-2024,1,P1
OPP-P1-00209,Develop,01-10-2024,02-10-2024,1,P1
OPP-P1-00210,Qualify,08-05-2024,09-05-2024,1,P1
OPP-P1-00211,Qualify,25-02-2024,25-07-2024,151,P1
OPP-P1-00212,Qualify,01-03-2024,02-03-2024,1,P1
OPP-P1-00212,Develop,02-03-2024,03-03-2024,1,P1
OPP-P1-00212,Propose,03-03-2024,25-03-2024,22,P1
OPP-P1-00213,Qualify,11-01-2024,12-01-2024,1,P1
OPP-P1-00213,Develop,12-01-2024,13-01-2024,1,P1
OPP-P1-00213,Propose,13-01-2024,04-02-2024,22,P1
OPP-P1-00214,Qualify,12-11-2024,13-11-2024,1,P1
OPP-P1-00214,Develop,13-11-2024,14-11-2024,1,P1
OPP-P1-00215,Qualify,28-03-2024,29-03-2024,1,P1
OPP-P1-00215,Develop,29-03-2024,30-03-2024,1,P1
OPP-P1-00215,Propose,30-03-2024,13-05-2024,44,P1
OPP-P1-00216,Qualify,19-11-2024,20-11-2024,1,P1
OPP-P1-00217,Qualify,28-01-2024,29-01-2024,1,P1
OPP-P1-00217,Develop,29-01-2024,30-01-2024,1,P1
OPP-P1-00217,Propose,30-01-2024,26-02-2024,27,P1
OPP-P1-00218,Qualify,28-03-2024,29-03-2024,1,P1
OPP-P1-00219,Qualify,09-02-2024,10-02-2024,1,P1
OPP-P1-00220,Qualify,13-05-2024,16-08-2026,825,P1
OPP-P1-00220,Develop,16-08-2026,17-08-2026,1,P1
OPP-P1-00220,Propose,17-08-2026,19-09-2026,33,P1
OPP-P1-00221,Qualify,04-07-2024,05-07-2024,1,P1
OPP-P1-00221,Develop,05-07-2024,06-07-2024,1,P1
OPP-P1-00221,Propose,06-07-2024,12-07-2024,6,P1
OPP-P1-00221,Close,12-07-2024,13-07-2024,1,P1
OPP-P1-00222,Qualify,12-10-2024,13-10-2024,1,P1
OPP-P1-00223,Qualify,21-05-2024,22-05-2024,1,P1
OPP-P1-00223,Develop,22-05-2024,23-05-2024,1,P1
OPP-P1-00223,Propose,23-05-2024,26-06-2024,34,P1
OPP-P1-00224,Qualify,21-11-2024,22-11-2024,1,P1
OPP-P1-00224,Develop,22-11-2024,23-11-2024,1,P1
OPP-P1-00224,Propose,23-11-2024,25-12-2024,32,P1
OPP-P1-00225,Qualify,11-06-2024,12-06-2024,1,P1
OPP-P1-00225,Develop,12-06-2024,13-06-2024,1,P1
OPP-P1-00226,Qualify,25-04-2024,26-04-2024,1,P1
OPP-P1-00227,Qualify,10-11-2024,11-11-2024,1,P1
OPP-P1-00227,Develop,11-11-2024,12-11-2024,1,P1
OPP-P1-00228,Qualify,28-12-2024,29-12-2024,1,P1
OPP-P1-00228,Develop,29-12-2024,30-12-2024,1,P1
OPP-P1-00228,Propose,30-12-2024,04-01-2025,5,P1
OPP-P1-00228,Close,04-01-2025,05-01-2025,1,P1
OPP-P1-00229,Qualify,24-07-2024,25-07-2024,1,P1
OPP-P1-00230,Qualify,28-10-2024,29-10-2024,1,P1
OPP-P1-00230,Develop,29-10-2024,30-10-2024,1,P1
OPP-P1-00230,Propose,30-10-2024,08-12-2024,39,P1
OPP-P1-00231,Qualify,14-09-2024,15-09-2024,1,P1
OPP-P1-00231,Develop,15-09-2024,16-09-2024,1,P1
OPP-P1-00232,Qualify,16-03-2024,17-03-2024,1,P1
OPP-P1-00233,Qualify,03-05-2024,04-05-2024,1,P1
OPP-P1-00233,Develop,04-05-2024,05-05-2024,1,P1
OPP-P1-00233,Propose,05-05-2024,07-06-2024,33,P1
OPP-P1-00234,Qualify,18-11-2024,19-11-2024,1,P1
OPP-P1-00235,Qualify,29-03-2024,30-03-2024,1,P1
OPP-P1-00235,Develop,30-03-2024,31-03-2024,1,P1
OPP-P1-00236,Qualify,19-05-2024,20-05-2024,1,P1
OPP-P1-00236,Develop,20-05-2024,21-05-2024,1,P1
OPP-P1-00237,Qualify,16-07-2024,17-07-2024,1,P1
OPP-P1-00237,Develop,17-07-2024,18-07-2024,1,P1
OPP-P1-00238,Qualify,18-04-2024,19-04-2024,1,P1
OPP-P1-00239,Qualify,29-01-2024,30-01-2024,1,P1
OPP-P1-00239,Develop,30-01-2024,31-01-2024,1,P1
OPP-P1-00239,Propose,31-01-2024,04-03-2024,33,P1
OPP-P1-00240,Qualify,21-08-2024,22-08-2024,1,P1
OPP-P1-00240,Develop,22-08-2024,23-08-2024,1,P1
OPP-P1-00241,Qualify,16-06-2024,17-06-2024,1,P1
OPP-P1-00241,Develop,17-06-2024,13-05-2028,1426,P1
OPP-P1-00241,Propose,13-05-2028,05-06-2028,23,P1
OPP-P1-00242,Qualify,04-04-2024,05-04-2024,1,P1
OPP-P1-00243,Qualify,29-11-2024,30-11-2024,1,P1
OPP-P1-00243,Develop,30-11-2024,01-12-2024,1,P1
OPP-P1-00243,Propose,01-12-2024,08-12-2024,7,P1
OPP-P1-00243,Close,08-12-2024,09-12-2024,1,P1
OPP-P1-00244,Qualify,18-07-2024,19-07-2024,1,P1
OPP-P1-00244,Develop,19-07-2024,20-07-2024,1,P1
OPP-P1-00244,Propose,20-07-2024,21-08-2024,32,P1
OPP-P1-00245,Qualify,19-08-2024,20-08-2024,1,P1
OPP-P1-00245,Develop,20-08-2024,21-08-2024,1,P1
OPP-P1-00246,Qualify,24-04-2024,25-04-2024,1,P1
OPP-P1-00246,Develop,25-04-2024,26-04-2024,1,P1
OPP-P1-00247,Qualify,13-12-2024,14-12-2024,1,P1
OPP-P1-00247,Develop,14-12-2024,15-12-2024,1,P1
OPP-P1-00247,Propose,15-12-2024,13-01-2025,29,P1
OPP-P1-00248,Qualify,29-08-2024,30-08-2024,1,P1
OPP-P1-00249,Qualify,24-01-2024,25-01-2024,1,P1
OPP-P1-00249,Develop,25-01-2024,26-01-2024,1,P1
OPP-P1-00250,Qualify,17-03-2024,18-03-2024,1,P1
OPP-P1-00251,Qualify,27-06-2024,28-06-2024,1,P1
OPP-P1-00251,Develop,28-06-2024,03-07-2032,2927,P1
OPP-P1-00251,Propose,03-07-2032,07-08-2032,35,P1
OPP-P1-00252,Qualify,23-12-2024,24-12-2024,1,P1
OPP-P1-00252,Develop,24-12-2024,25-12-2024,1,P1
OPP-P1-00252,Propose,25-12-2024,04-02-2025,41,P1
OPP-P1-00253,Qualify,03-05-2024,04-05-2024,1,P1
OPP-P1-00254,Qualify,20-10-2024,21-10-2024,1,P1
OPP-P1-00254,Develop,21-10-2024,22-10-2024,1,P1
OPP-P1-00254,Propose,22-10-2024,09-11-2024,18,P1
OPP-P1-00255,Qualify,30-05-2024,31-05-2024,1,P1
OPP-P1-00256,Qualify,28-08-2024,29-08-2024,1,P1
OPP-P1-00256,Develop,29-08-2024,30-08-2024,1,P1
OPP-P1-00256,Propose,30-08-2024,24-09-2024,25,P1
OPP-P1-00257,Qualify,22-01-2024,23-01-2024,1,P1
OPP-P1-00258,Qualify,01-05-2024,02-05-2024,1,P1
OPP-P1-00258,Develop,02-05-2024,03-05-2024,1,P1
OPP-P1-00259,Qualify,14-10-2024,15-10-2024,1,P1
OPP-P1-00259,Develop,15-10-2024,16-10-2024,1,P1
OPP-P1-00259,Propose,16-10-2024,03-11-2024,18,P1
OPP-P1-00259,Close,03-11-2024,04-11-2024,1,P1
OPP-P1-00260,Qualify,21-01-2024,22-01-2024,1,P1
OPP-P1-00260,Develop,22-01-2024,23-01-2024,1,P1
OPP-P1-00261,Qualify,08-09-2024,09-09-2024,1,P1
OPP-P1-00261,Develop,09-09-2024,10-09-2024,1,P1
OPP-P1-00261,Propose,10-09-2024,15-10-2024,35,P1
OPP-P1-00262,Qualify,08-11-2024,09-11-2024,1,P1
OPP-P1-00262,Develop,09-11-2024,10-11-2024,1,P1
OPP-P1-00263,Qualify,15-08-2024,16-08-2024,1,P1
OPP-P1-00263,Develop,16-08-2024,17-08-2024,1,P1
OPP-P1-00263,Propose,17-08-2024,21-08-2024,4,P1
OPP-P1-00263,Close,21-08-2024,22-08-2024,1,P1
OPP-P1-00264,Qualify,06-05-2024,07-05-2024,1,P1
OPP-P1-00264,Develop,07-05-2024,08-05-2024,1,P1
OPP-P1-00264,Propose,08-05-2024,19-06-2024,42,P1
OPP-P1-00265,Qualify,01-06-2024,02-06-2024,1,P1
OPP-P1-00265,Develop,02-06-2024,03-06-2024,1,P1
OPP-P1-00265,Propose,03-06-2024,26-06-2024,23,P1
OPP-P1-00266,Qualify,06-12-2024,07-12-2024,1,P1
OPP-P1-00266,Develop,07-12-2024,08-12-2024,1,P1
OPP-P1-00267,Qualify,20-06-2024,21-06-2024,1,P1
OPP-P1-00267,Develop,21-06-2024,22-06-2024,1,P1
OPP-P1-00267,Propose,22-06-2024,01-07-2024,9,P1
OPP-P1-00267,Close,01-07-2024,02-07-2024,1,P1
OPP-P1-00268,Qualify,12-10-2024,13-10-2024,1,P1
OPP-P1-00269,Qualify,19-06-2024,20-06-2024,1,P1
OPP-P1-00270,Qualify,03-07-2024,04-07-2024,1,P1
OPP-P1-00270,Develop,04-07-2024,05-07-2024,1,P1
OPP-P1-00270,Propose,05-07-2024,12-07-2024,7,P1
OPP-P1-00270,Close,12-07-2024,13-07-2024,1,P1
OPP-P1-00271,Qualify,21-03-2024,22-03-2024,1,P1
OPP-P1-00272,Qualify,24-02-2024,25-02-2024,1,P1
OPP-P1-00272,Develop,25-02-2024,26-02-2024,1,P1
OPP-P1-00272,Propose,26-02-2024,11-03-2024,14,P1
OPP-P1-00273,Qualify,24-01-2024,25-01-2024,1,P1
OPP-P1-00274,Qualify,11-12-2024,12-12-2024,1,P1
OPP-P1-00274,Develop,12-12-2024,13-12-2024,1,P1
OPP-P1-00274,Propose,13-12-2024,28-12-2024,15,P1
OPP-P1-00275,Qualify,29-12-2024,30-12-2024,1,P1
OPP-P1-00275,Develop,30-12-2024,31-12-2024,1,P1
OPP-P1-00275,Propose,31-12-2024,21-01-2025,21,P1
OPP-P1-00276,Qualify,12-10-2024,13-10-2024,1,P1
OPP-P1-00277,Qualify,04-06-2024,05-06-2024,1,P1
OPP-P1-00277,Develop,05-06-2024,06-06-2024,1,P1
OPP-P1-00278,Qualify,08-11-2024,09-11-2024,1,P1
OPP-P1-00278,Develop,09-11-2024,10-11-2024,1,P1
OPP-P1-00278,Propose,10-11-2024,18-11-2024,8,P1
OPP-P1-00278,Close,18-11-2024,19-11-2024,1,P1
OPP-P1-00279,Qualify,21-03-2024,22-03-2024,1,P1
OPP-P1-00279,Develop,22-03-2024,23-03-2024,1,P1
OPP-P1-00279,Propose,23-03-2024,12-04-2024,20,P1
OPP-P1-00280,Qualify,05-01-2024,06-01-2024,1,P1
OPP-P1-00281,Qualify,01-04-2024,02-04-2024,1,P1
OPP-P1-00282,Qualify,19-12-2024,20-12-2024,1,P1
OPP-P1-00282,Develop,20-12-2024,21-12-2024,1,P1
OPP-P1-00283,Qualify,23-11-2024,24-11-2024,1,P1
OPP-P1-00283,Develop,24-11-2024,25-11-2024,1,P1
OPP-P1-00284,Qualify,27-12-2024,28-12-2024,1,P1
OPP-P1-00284,Develop,28-12-2024,29-12-2024,1,P1
OPP-P1-00284,Propose,29-12-2024,15-02-2025,48,P1
OPP-P1-00285,Qualify,02-08-2024,03-08-2024,1,P1
OPP-P1-00285,Develop,03-08-2024,04-08-2024,1,P1
OPP-P1-00285,Propose,04-08-2024,09-08-2024,5,P1
OPP-P1-00285,Close,09-08-2024,08-09-2024,30,P1
OPP-P1-00286,Qualify,03-10-2024,04-10-2024,1,P1
OPP-P1-00286,Develop,04-10-2024,05-10-2024,1,P1
OPP-P1-00287,Qualify,10-07-2024,11-07-2024,1,P1
OPP-P1-00287,Develop,11-07-2024,12-07-2024,1,P1
OPP-P1-00287,Propose,12-07-2024,29-07-2024,17,P1
OPP-P1-00288,Qualify,03-06-2024,04-06-2024,1,P1
OPP-P1-00288,Develop,04-06-2024,05-06-2024,1,P1
OPP-P1-00289,Qualify,19-05-2024,20-05-2024,1,P1
OPP-P1-00290,Qualify,06-06-2024,07-06-2024,1,P1
OPP-P1-00290,Develop,07-06-2024,08-06-2024,1,P1
OPP-P1-00291,Qualify,02-10-2024,03-10-2024,1,P1
OPP-P1-00292,Qualify,26-09-2024,27-09-2024,1,P1
OPP-P1-00293,Qualify,22-07-2024,23-07-2024,1,P1
OPP-P1-00294,Qualify,02-03-2024,03-03-2024,1,P1
OPP-P1-00294,Develop,03-03-2024,04-03-2024,1,P1
OPP-P1-00295,Qualify,29-05-2024,30-05-2024,1,P1
OPP-P1-00296,Qualify,27-08-2024,28-08-2024,1,P1
OPP-P1-00297,Qualify,08-10-2024,09-10-2024,1,P1
OPP-P1-00297,Develop,09-10-2024,10-10-2024,1,P1
OPP-P1-00297,Propose,10-10-2024,31-10-2024,21,P1
OPP-P1-00298,Qualify,28-01-2024,29-01-2024,1,P1
OPP-P1-00298,Develop,29-01-2024,30-01-2024,1,P1
OPP-P1-00298,Propose,30-01-2024,09-02-2024,10,P1
OPP-P1-00298,Close,09-02-2024,10-02-2024,1,P1
OPP-P1-00299,Qualify,17-04-2024,18-04-2024,1,P1
OPP-P1-00299,Develop,18-04-2024,19-04-2024,1,P1
OPP-P1-00300,Qualify,15-05-2024,16-05-2024,1,P1
OPP-P1-00300,Develop,16-05-2024,17-05-2024,1,P1
OPP-P1-00300,Propose,17-05-2024,19-06-2024,33,P1
OPP-P1-00301,Qualify,22-02-2024,23-02-2024,1,P1
OPP-P1-00301,Develop,23-02-2024,24-02-2024,1,P1
OPP-P1-00302,Qualify,19-01-2024,20-01-2024,1,P1
OPP-P1-00302,Develop,20-01-2024,21-01-2024,1,P1
OPP-P1-00303,Qualify,19-12-2024,20-12-2024,1,P1
OPP-P1-00304,Qualify,07-02-2024,08-02-2024,1,P1
OPP-P1-00304,Develop,08-02-2024,09-02-2024,1,P1
OPP-P1-00304,Propose,09-02-2024,18-03-2024,38,P1
OPP-P1-00305,Qualify,11-01-2024,12-01-2024,1,P1
OPP-P1-00305,Develop,12-01-2024,13-01-2024,1,P1
OPP-P1-00306,Qualify,08-06-2024,09-06-2024,1,P1
OPP-P1-00306,Develop,09-06-2024,10-06-2024,1,P1
OPP-P1-00306,Propose,10-06-2024,28-06-2024,18,P1
OPP-P1-00307,Qualify,08-01-2024,09-01-2024,1,P1
OPP-P1-00308,Qualify,09-06-2024,10-06-2024,1,P1
OPP-P1-00308,Develop,10-06-2024,11-06-2024,1,P1
OPP-P1-00308,Propose,11-06-2024,20-06-2024,9,P1
OPP-P1-00308,Close,20-06-2024,21-06-2024,1,P1
OPP-P1-00309,Qualify,16-09-2024,17-09-2024,1,P1
OPP-P1-00310,Qualify,13-12-2024,14-12-2024,1,P1
OPP-P1-00310,Develop,14-12-2024,15-12-2024,1,P1
OPP-P1-00310,Propose,15-12-2024,01-01-2025,17,P1
OPP-P1-00311,Qualify,22-12-2024,23-12-2024,1,P1
OPP-P1-00311,Develop,23-12-2024,24-12-2024,1,P1
OPP-P1-00311,Propose,24-12-2024,27-01-2025,34,P1
OPP-P1-00312,Qualify,13-09-2024,14-09-2024,1,P1
OPP-P1-00313,Qualify,23-04-2024,24-04-2024,1,P1
OPP-P1-00313,Develop,24-04-2024,25-04-2024,1,P1
OPP-P1-00314,Qualify,02-09-2024,03-09-2024,1,P1
OPP-P1-00314,Develop,03-09-2024,04-09-2024,1,P1
OPP-P1-00315,Qualify,09-09-2024,10-09-2024,1,P1
OPP-P1-00315,Develop,10-09-2024,11-09-2024,1,P1
OPP-P1-00315,Propose,11-09-2024,04-10-2024,23,P1
OPP-P1-00315,Close,04-10-2024,05-10-2024,1,P1
OPP-P1-00316,Qualify,27-11-2024,28-11-2024,1,P1
OPP-P1-00317,Qualify,24-10-2024,25-10-2024,1,P1
OPP-P1-00317,Develop,25-10-2024,26-10-2024,1,P1
OPP-P1-00318,Qualify,09-06-2024,10-06-2024,1,P1
OPP-P1-00319,Qualify,17-08-2024,18-08-2024,1,P1
OPP-P1-00320,Qualify,19-12-2024,20-12-2024,1,P1
OPP-P1-00321,Qualify,23-06-2024,24-06-2024,1,P1
OPP-P1-00321,Develop,24-06-2024,25-06-2024,1,P1
OPP-P1-00321,Propose,25-06-2024,11-07-2024,16,P1
OPP-P1-00322,Qualify,05-05-2024,06-05-2024,1,P1
OPP-P1-00322,Develop,06-05-2024,07-05-2024,1,P1
OPP-P1-00322,Propose,07-05-2024,09-06-2024,33,P1
OPP-P1-00323,Qualify,29-05-2024,30-05-2024,1,P1
OPP-P1-00323,Develop,30-05-2024,31-05-2024,1,P1
OPP-P1-00323,Propose,31-05-2024,07-07-2024,37,P1
OPP-P1-00324,Qualify,25-08-2024,26-08-2024,1,P1
OPP-P1-00325,Qualify,15-08-2024,16-08-2024,1,P1
OPP-P1-00326,Qualify,17-08-2024,18-08-2024,1,P1
OPP-P1-00326,Develop,18-08-2024,19-08-2024,1,P1
OPP-P1-00326,Propose,19-08-2024,05-09-2024,17,P1
OPP-P1-00327,Qualify,15-01-2024,16-01-2024,1,P1
OPP-P1-00327,Develop,16-01-2024,17-01-2024,1,P1
OPP-P1-00328,Qualify,08-09-2024,09-09-2024,1,P1
OPP-P1-00328,Develop,09-09-2024,10-09-2024,1,P1
OPP-P1-00328,Propose,10-09-2024,19-09-2024,9,P1
OPP-P1-00329,Qualify,25-02-2024,27-02-2024,2,P1
OPP-P1-00329,Develop,27-02-2024,22-02-2029,1822,P1
OPP-P1-00330,Qualify,27-03-2024,28-03-2024,1,P1
OPP-P1-00330,Develop,28-03-2024,29-03-2024,1,P1
OPP-P1-00330,Propose,29-03-2024,30-04-2024,32,P1
OPP-P1-00331,Qualify,14-08-2024,15-08-2024,1,P1
OPP-P1-00331,Develop,15-08-2024,16-08-2024,1,P1
OPP-P1-00332,Qualify,04-08-2024,05-08-2024,1,P1
OPP-P1-00332,Develop,05-08-2024,06-08-2024,1,P1
OPP-P1-00332,Propose,06-08-2024,29-08-2024,23,P1
OPP-P1-00333,Qualify,18-01-2024,19-01-2024,1,P1
OPP-P1-00333,Develop,19-01-2024,20-01-2024,1,P1
OPP-P1-00333,Propose,20-01-2024,04-02-2024,15,P1
OPP-P1-00334,Qualify,20-12-2024,21-12-2024,1,P1
OPP-P1-00334,Develop,21-12-2024,22-12-2024,1,P1
OPP-P1-00334,Propose,22-12-2024,01-01-2025,10,P1
OPP-P1-00334,Close,01-01-2025,02-01-2025,1,P1
OPP-P1-00335,Qualify,10-06-2024,11-06-2024,1,P1
OPP-P1-00335,Develop,11-06-2024,12-06-2024,1,P1
OPP-P1-00335,Propose,12-06-2024,17-07-2024,35,P1
OPP-P1-00336,Qualify,25-08-2024,26-08-2024,1,P1
OPP-P1-00336,Develop,26-08-2024,27-08-2024,1,P1
OPP-P1-00336,Propose,27-08-2024,19-10-2024,53,P1
OPP-P1-00337,Qualify,02-08-2024,03-08-2024,1,P1
OPP-P1-00337,Develop,03-08-2024,04-08-2024,1,P1
OPP-P1-00337,Propose,04-08-2024,15-08-2024,11,P1
OPP-P1-00337,Close,15-08-2024,16-08-2024,1,P1
OPP-P1-00338,Qualify,10-01-2024,11-01-2024,1,P1
OPP-P1-00338,Develop,11-01-2024,12-01-2024,1,P1
OPP-P1-00338,Propose,12-01-2024,23-01-2024,11,P1
OPP-P1-00339,Qualify,25-09-2024,07-01-2026,469,P1
OPP-P1-00340,Qualify,06-11-2024,07-11-2024,1,P1
OPP-P1-00340,Develop,07-11-2024,08-11-2024,1,P1
OPP-P1-00341,Qualify,22-09-2024,23-09-2024,1,P1
OPP-P1-00342,Qualify,07-07-2024,08-07-2024,1,P1
OPP-P1-00342,Develop,08-07-2024,09-07-2024,1,P1
OPP-P1-00343,Qualify,10-07-2024,11-07-2024,1,P1
OPP-P1-00343,Develop,11-07-2024,12-07-2024,1,P1
OPP-P1-00343,Propose,12-07-2024,17-08-2024,36,P1
OPP-P1-00344,Qualify,21-12-2024,22-12-2024,1,P1
OPP-P1-00345,Qualify,11-09-2024,12-09-2024,1,P1
OPP-P1-00345,Develop,12-09-2024,13-09-2024,1,P1
OPP-P1-00345,Propose,13-09-2024,01-10-2024,18,P1
OPP-P1-00346,Qualify,20-11-2024,21-11-2024,1,P1
OPP-P1-00347,Qualify,19-01-2024,20-01-2024,1,P1
OPP-P1-00348,Qualify,24-11-2024,25-11-2024,1,P1
OPP-P1-00348,Develop,25-11-2024,26-11-2024,1,P1
OPP-P1-00348,Propose,26-11-2024,20-12-2024,24,P1
OPP-P1-00349,Qualify,30-10-2024,31-10-2024,1,P1
OPP-P1-00349,Develop,31-10-2024,01-11-2024,1,P1
OPP-P1-00349,Propose,01-11-2024,26-11-2024,25,P1
OPP-P1-00350,Qualify,22-02-2024,23-02-2024,1,P1
OPP-P1-00350,Develop,23-02-2024,24-02-2024,1,P1
OPP-P1-00350,Propose,24-02-2024,19-03-2024,24,P1
OPP-P1-00351,Qualify,14-10-2024,15-10-2024,1,P1
OPP-P1-00351,Develop,15-10-2024,16-10-2024,1,P1
OPP-P1-00351,Propose,16-10-2024,23-11-2024,38,P1
OPP-P1-00352,Qualify,01-01-2025,02-01-2025,1,P1
OPP-P1-00352,Develop,02-01-2025,03-01-2025,1,P1
OPP-P1-00353,Qualify,19-11-2024,20-11-2024,1,P1
OPP-P1-00353,Develop,20-11-2024,21-11-2024,1,P1
OPP-P1-00353,Propose,21-11-2024,25-12-2024,34,P1
OPP-P1-00354,Qualify,20-02-2024,21-02-2024,1,P1
OPP-P1-00355,Qualify,18-08-2024,19-08-2024,1,P1
OPP-P1-00355,Develop,19-08-2024,20-08-2024,1,P1
OPP-P1-00355,Propose,20-08-2024,04-09-2024,15,P1
OPP-P1-00356,Qualify,13-04-2024,14-04-2024,1,P1
OPP-P1-00356,Develop,14-04-2024,15-04-2024,1,P1
OPP-P1-00356,Propose,15-04-2024,29-04-2024,14,P1
OPP-P1-00357,Qualify,13-11-2024,14-11-2024,1,P1
OPP-P1-00358,Qualify,11-08-2024,12-08-2024,1,P1
OPP-P1-00358,Develop,12-08-2024,13-08-2024,1,P1
OPP-P1-00358,Propose,13-08-2024,05-09-2024,23,P1
OPP-P1-00359,Qualify,17-03-2024,18-03-2024,1,P1
OPP-P1-00359,Develop,18-03-2024,25-02-2030,2170,P1
OPP-P1-00359,Propose,25-02-2030,05-04-2030,39,P1
OPP-P1-00360,Qualify,24-07-2024,25-07-2024,1,P1
OPP-P1-00360,Develop,25-07-2024,26-07-2024,1,P1
OPP-P1-00360,Propose,26-07-2024,29-08-2024,34,P1
OPP-P1-00361,Qualify,28-08-2024,29-08-2024,1,P1
OPP-P1-00361,Develop,29-08-2024,10-10-2024,42,P1
OPP-P1-00361,Propose,10-10-2024,27-11-2024,48,P1
OPP-P1-00362,Qualify,09-10-2024,10-10-2024,1,P1
OPP-P1-00362,Develop,10-10-2024,11-10-2024,1,P1
OPP-P1-00363,Qualify,06-04-2024,07-04-2024,1,P1
OPP-P1-00363,Develop,07-04-2024,08-04-2024,1,P1
OPP-P1-00363,Propose,08-04-2024,08-05-2024,30,P1
OPP-P1-00364,Qualify,06-12-2024,11-01-2025,36,P1
OPP-P1-00364,Develop,11-01-2025,12-01-2025,1,P1
OPP-P1-00365,Qualify,05-11-2024,06-11-2024,1,P1
OPP-P1-00365,Develop,06-11-2024,07-11-2024,1,P1
OPP-P1-00365,Propose,07-11-2024,12-12-2024,35,P1
