lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason
L-P1-00219,28-Jul-24,Inbound Web Form,Digital Signage,Northeast,L. Fitzgerald,Municipality,38674,P1,Open,
L-P1-00220,24-05-2024 00:00,Trade Show,Smart Buildings,South,L. Fitzgerald,Campus,23814,P1,Open,
L-P1-00221,02/19/2024,Existing Client Upsell,Digital Signage,Northeast,D. Singh,Enterprise Business,13000,P1,Disqualified,No response
L-P1-00222,15-09-2024,Inbound Web Form,Digital Signage,South,M. Okafor,Mixed-Use Development,32438,P1,Disqualified,Wrong fit
L-P1-00223,11-01-2024,Outbound SDR,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Mixed-Use Development,23670,P1,Open,
L-P1-00224,08-Feb-24,Trade Show,Digital Signage,West,L. Fitzgerald,Mixed-Use Development,21547,P1,Open,
L-P1-00225,01-08-2024,Partner Referral,Smart Buildings,South,L. Fitzgerald,Municipality,63571,P1,Open,
L-P1-00226,10-04-2024 00:00,Existing Client Upsell,Smart Buildings,South,K. Romano,Multifamily Property,36838,P1,Disqualified,Wrong fit
L-P1-00227,24-08-2024 00:00,Inbound Web Form,Digital Signage,Midwest,K. Romano,Mixed-Use Development,39151,P1,Open,
L-P1-00228,16-Dec-24,Trade Show,Smart Buildings,South,K. Romano,Campus,18539,P1,Disqualified,Wrong fit
L-P1-00229,01-Mar-24,Partner Referral,Smart Lighting,Midwest,L. Fitzgerald,Mixed-Use Development,12366,P1,Qualified,
L-P1-00230,10/15/2024,Cold Outreach,Video Analytics,Midwest,D. Singh,Mixed-Use Development,21106,P1,Disqualified,No response
L-P1-00231,20-04-2024 00:00,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Municipality,20715,P1,Qualified,
L-P1-00232,21-02-2024 00:00,Partner Referral,Digital Signage,West,R. Alvarez,Campus,26028,P1,Open,
L-P1-00233,13-Dec-24,Outbound SDR,Smart Lighting,South,L. Fitzgerald,Multifamily Property,45198,P1,Disqualified,No budget
L-P1-00234,09-10-2024,Cold Outreach,Digital Signage,South,D. Singh,Enterprise Business,43964,P1,Qualified,
L-P1-00235,30-Oct-24,Outbound SDR,Video Analytics,Midwest,R. Alvarez,Enterprise Business,36523,P1,Qualified,
L-P1-00236,11/18/2024,Trade Show,Video Analytics,Midwest,T. Chen,Mixed-Use Development,40438,P1,Disqualified,Duplicate
L-P1-00237,25-12-2024,Existing Client Upsell,Smart Buildings,Midwest,M. Okafor,Municipality,14213,P1,Qualified,
L-P1-00238,24-03-2024,Cold Outreach,Smart Lighting,South,J. Sullivan,Mixed-Use Development,60351,P1,Open,
L-P1-00239,13-02-2024,Inbound Web Form,Video Analytics,West,K. Romano,Municipality,27506,P1,Open,
L-P1-00240,17-Sep-24,Trade Show,Smart Lighting,South,L. Fitzgerald,Mixed-Use Development,34907,P1,Disqualified,Wrong fit
L-P1-00241,12-06-2024 00:00,Inbound Web Form,Smart Lighting,South,S. Patel,Enterprise Business,45950,P1,Disqualified,Duplicate
L-P1-00242,12-Oct-24,Outbound SDR,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,26318,P1,Open,
L-P1-00243,01-04-2024,Inbound Web Form,Smart Lighting,South,D. Singh,Mixed-Use Development,8958,P1,Qualified,
L-P1-00244,29-03-2024,Inbound Web Form,Digital Signage,West,L. Fitzgerald,Campus,14789,P1,Qualified,
L-P1-00245,11/26/2024,Inbound Web Form,Digital Signage,South,J. Sullivan,Campus,37584,P1,Open,
L-P1-00246,12-02-2024 00:00,Partner Referral,Digital Signage,South,D. Singh,Multifamily Property,15823,P1,Open,
L-P1-00247,13-03-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,T. Chen,Municipality,8000,P1,Open,
L-P1-00248,01-04-2024,Trade Show,Video Analytics,Midwest,J. Sullivan,Municipality,25581,P1,Qualified,
L-P1-00249,12-11-2024,Outbound SDR,Video Analytics,Midwest,D. Singh,Mixed-Use Development,9054,P1,Qualified,
L-P1-00250,10-12-2024 00:00,Outbound SDR,Smart Buildings,West,J. Sullivan,Multifamily Property,29146,P1,Qualified,
L-P1-00251,05-01-2024,PARTNER REFERRAL,Smart Lighting,NORTHEAST,R. Alvarez,Campus,18948,P1,Qualified,
L-P1-00252,12-08-2024 00:00,Cold Outreach,Digital Signage,South,K. Romano,Multifamily Property,53541,P1,Disqualified,No response
L-P1-00253,12-Jan-24,Partner Referral,Smart Buildings,Northeast,T. Chen,Mixed-Use Development,13135,P1,Open,
L-P1-00254,16-Jul-24,Inbound Web Form,Smart Mobility (EV/Parking),West,R. Alvarez,Campus,,P1,Open,
L-P1-00255,17-09-2024 00:00,Partner Referral,Video Analytics,Midwest,T. Chen,Campus,53117,P1,Open,
L-P1-00256,07/20/2024,Outbound SDR,Smart Mobility (EV/Parking),Midwest,D. Singh,Municipality,11898,P1,Open,
L-P1-00257,25-Jul-24,OUTBOUND SDR,Smart Mobility (EV/Parking),NORTHEAST,S. Patel,Multifamily Property,43256,P1,Open,
L-P1-00258,21-04-2024 00:00,Outbound SDR,Smart Buildings,Midwest,S. Patel,Mixed-Use Development,38643,P1,Qualified,
L-P1-00259,10-01-2024 00:00,Outbound SDR,Video Analytics,Midwest,J. Sullivan,Campus,225800,P1,Disqualified,Wrong fit
L-P1-00260,05-09-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,D. Singh,Municipality,13899,P1,Open,
L-P1-00261,04-07-2024 00:00,Partner Referral,Video Analytics,Midwest,R. Alvarez,Enterprise Business,37654,P1,Disqualified,No response
L-P1-00262,11-01-2024,Partner Referral,Video Analytics,Northeast,S. Patel,Enterprise Business,9371,P1,Disqualified,Duplicate
L-P1-00263,18-Jun-24,Inbound Web Form,Smart Lighting,South,T. Chen,Mixed-Use Development,38655,P1,Open,
L-P1-00264,19-08-2024 00:00,Inbound Web Form,Smart Lighting,South,T. Chen,Mixed-Use Development,10376,P1,Open,
L-P1-00265,12-05-2024,Existing Client Upsell,Smart Lighting,South,L. Fitzgerald,Enterprise Business,27126,P1,Open,
L-P1-00266,30-Aug-24,Existing Client Upsell,Video Analytics,West,S. Patel,Enterprise Business,28076,P1,Qualified,
L-P1-00267,05/21/2024,Outbound SDR,Video Analytics,West,L. Fitzgerald,Municipality,49810,P1,Qualified,
L-P1-00268,21-07-2024,Inbound Web Form,Digital Signage,West,S. Patel,Mixed-Use Development,24144,P1,Open,
L-P1-00269,12-04-2024,Outbound SDR,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,30650,P1,Open,
L-P1-00270,06-May-24,Partner Referral,Video Analytics,Midwest,L. Fitzgerald,Municipality,28181,P1,Disqualified,No budget
L-P1-00271,11-12-2024 00:00,Partner Referral,Digital Signage,Midwest,M. Okafor,Municipality,28047,P1,Qualified,
L-P1-00272,03-07-2024,Partner Referral,Smart Lighting,Northeast,K. Romano,Campus,15844,P1,Disqualified,Duplicate
L-P1-00273,05-04-2024 00:00,Existing Client Upsell,Smart Lighting,West,D. Singh,Mixed-Use Development,38964,P1,Disqualified,Duplicate
L-P1-00274,14-Apr-24,Inbound Web Form,Smart Lighting,,L. Fitzgerald,Enterprise Business,21228,P1,Qualified,
L-P1-00275,27-Jan-24,Trade Show,Digital Signage,South,K. Romano,Multifamily Property,33443,P1,Disqualified,No budget
L-P1-00276,26-10-2024 00:00,Inbound Web Form,Digital Signage,West,J. Sullivan,Campus,14042,P1,Disqualified,Wrong fit
L-P1-00277,13-Jul-24,Outbound SDR,Smart Lighting,Northeast,R. Alvarez,Multifamily Property,25567,P1,Qualified,
L-P1-00278,24-Oct-24,Outbound SDR,Smart Buildings,South,D. Singh,Campus,35824,P1,Open,
L-P1-00279,08/16/2024,Partner Referral,Digital Signage,West,T. Chen,Municipality,23037,P1,Open,
L-P1-00280,05-12-2024,TRADE SHOW,Digital Signage,SOUTH,M. Okafor,Enterprise Business,17253,P1,Disqualified,Duplicate
L-P1-00281,03/18/2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,T. Chen,Mixed-Use Development,12241,P1,Disqualified,No response
L-P1-00282,15-Aug-24,Inbound Web Form,Video Analytics,West,T. Chen,Municipality,21590,P1,Qualified,
L-P1-00283,29-Oct-24,Partner Referral,Smart Mobility (EV/Parking),West,T. Chen,Municipality,23360,P1,Qualified,
L-P1-00284,13-Apr-24,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,S. Patel,Mixed-Use Development,28391,P1,Open,
L-P1-00285,05-03-2024 00:00,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Enterprise Business,17712,P1,Disqualified,Wrong fit
L-P1-00286,11-03-2024,Partner Referral,Digital Signage,Northeast,D. Singh,Municipality,45034,P1,Open,
L-P1-00287,26-06-2024,Existing Client Upsell,Smart Lighting,West,R. Alvarez,Enterprise Business,41264,P1,Qualified,
L-P1-00288,22-Nov-24,Outbound SDR,Video Analytics,South,K. Romano,Multifamily Property,33057,P1,Open,
L-P1-00289,21-01-2024 00:00,Cold Outreach,Smart Lighting,West,T. Chen,Mixed-Use Development,24708,P1,Disqualified,No budget
L-P1-00290,10/16/2024,Partner Referral,Video Analytics,South,D. Singh,Municipality,21741,P1,Disqualified,No budget
L-P1-00291,04-04-2024,Trade Show,Digital Signage,Midwest,R. Alvarez,Multifamily Property,25085,P1,Disqualified,Duplicate
L-P1-00292,13-04-2024,Inbound Web Form,Video Analytics,South,R. Alvarez,Mixed-Use Development,26806,P1,Open,
L-P1-00293,09-12-2024,Cold Outreach,Smart Buildings,Midwest,L. Fitzgerald,Municipality,10071,P1,Qualified,
L-P1-00294,07-04-2024 00:00,COLD OUTREACH,Video Analytics,MIDWEST,M. Okafor,Mixed-Use Development,21275,P1,Qualified,
L-P1-00295,12/29/2024,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Campus,24884,P1,Disqualified,Wrong fit
L-P1-00296,31-03-2024 00:00,Inbound Web Form,Video Analytics,West,J. Sullivan,Campus,11482,P1,Disqualified,No budget
L-P1-00297,01-Dec-24,Cold Outreach,Video Analytics,Northeast,K. Romano,Campus,10927,P1,Disqualified,No response
L-P1-00298,26-08-2024 00:00,Inbound Web Form,Smart Mobility (EV/Parking),South,K. Romano,Municipality,17183,P1,Open,
L-P1-00299,12-09-2024 00:00,OUTBOUND SDR,Smart Mobility (EV/Parking),WEST,K. Romano,Municipality,104872,P1,Qualified,
L-P1-00300,08-Apr-24,Inbound Web Form,Digital Signage,West,T. Chen,Campus,60571,P1,Open,
L-P1-00301,03-03-2024,Outbound SDR,Smart Buildings,South,M. Okafor,Multifamily Property,35593,P1,Open,
L-P1-00302,07-06-2024 00:00,Partner Referral,Smart Lighting,South,T. Chen,Mixed-Use Development,14072,P1,Qualified,
L-P1-00303,16-09-2024,Cold Outreach,Smart Mobility (EV/Parking),South,R. Alvarez,Campus,40119,P1,Open,
L-P1-00304,04-05-2024,Outbound SDR,Video Analytics,Midwest,L. Fitzgerald,Mixed-Use Development,31647,P1,Open,
L-P1-00305,04/25/2024,Outbound SDR,Smart Mobility (EV/Parking),West,M. Okafor,Municipality,16225,P1,Qualified,
L-P1-00306,02-11-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,T. Chen,Mixed-Use Development,24511,P1,Open,
L-P1-00307,22-02-2024 00:00,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,33119,P1,Open,
L-P1-00308,02-12-2024 00:00,Existing Client Upsell,Smart Lighting,West,K. Romano,Enterprise Business,26255,P1,Qualified,
L-P1-00309,23-02-2024,Outbound SDR,Digital Signage,Midwest,L. Fitzgerald,Multifamily Property,69665,P1,Open,
L-P1-00310,25-03-2024,Existing Client Upsell,Smart Buildings,Midwest,D. Singh,Mixed-Use Development,27324,P1,Open,
L-P1-00311,28-11-2024 00:00,Outbound SDR,Digital Signage,Northeast,J. Sullivan,Multifamily Property,37989,P1,Open,
L-P1-00312,26-May-24,Inbound Web Form,Video Analytics,South,L. Fitzgerald,Mixed-Use Development,20340,P1,Disqualified,Wrong fit
L-P1-00313,06/22/2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Multifamily Property,12977,P1,Open,
L-P1-00314,23-Jan-24,Trade Show,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,19144,P1,Qualified,
L-P1-00315,02-11-2024,Trade Show,Smart Buildings,South,J. Sullivan,Mixed-Use Development,37310,P1,Open,
L-P1-00316,10-07-2024 00:00,Inbound Web Form,Smart Lighting,South,D. Singh,Campus,22838,P1,Open,
L-P1-00317,14-07-2024 00:00,Inbound Web Form,Video Analytics,South,S. Patel,Enterprise Business,39925,P1,Disqualified,Duplicate
L-P1-00318,11-10-2024,Outbound SDR,Smart Buildings,West,R. Alvarez,Mixed-Use Development,38091,P1,Open,
L-P1-00319,17-Mar-24,Trade Show,Digital Signage,Northeast,T. Chen,Campus,28463,P1,Open,
L-P1-00320,14-03-2024 00:00,Partner Referral,Video Analytics,South,S. Patel,Multifamily Property,11158,P1,Disqualified,Wrong fit
L-P1-00321,08-01-2024 00:00,Existing Client Upsell,Smart Lighting,Northeast,K. Romano,Enterprise Business,20898,P1,Qualified,
L-P1-00322,19-10-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,S. Patel,Campus,21397,P1,Disqualified,Wrong fit
L-P1-00323,01/13/2024,Inbound Web Form,Smart Lighting,South,J. Sullivan,Mixed-Use Development,27504,P1,Open,
L-P1-00324,12/13/2024,Partner Referral,Smart Buildings,West,R. Alvarez,Municipality,13638,P1,Qualified,
L-P1-00325,27-11-2024 00:00,Outbound SDR,Video Analytics,Northeast,S. Patel,Municipality,36341,P1,Open,
L-P1-00326,29-06-2024 00:00,Inbound Web Form,Digital Signage,Northeast,R. Alvarez,Mixed-Use Development,75539,P1,Disqualified,Duplicate
L-P1-00327,10-08-2024,Partner Referral,Smart Lighting,Midwest,J. Sullivan,Multifamily Property,34458,P1,Open,
L-P1-00328,31-10-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,T. Chen,Enterprise Business,34554,P1,Open,
L-P1-00329,04/26/2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,S. Patel,Campus,8000,P1,Open,
L-P1-00330,03-Feb-24,Outbound SDR,Smart Lighting,West,S. Patel,Mixed-Use Development,16951,P1,Open,
L-P1-00331,27-09-2024 00:00,Outbound SDR,Video Analytics,South,R. Alvarez,Multifamily Property,25358,P1,Disqualified,No response
L-P1-00332,22-Oct-24,Outbound SDR,Video Analytics,South,T. Chen,Multifamily Property,14002,P1,Disqualified,No response
L-P1-00333,23-Mar-24,Partner Referral,Smart Lighting,West,T. Chen,Multifamily Property,42614,P1,Open,
L-P1-00334,02-09-2024 00:00,Partner Referral,Smart Lighting,West,S. Patel,Multifamily Property,31461,P1,Open,
L-P1-00335,10/21/2024,INBOUND WEB FORM,Smart Lighting,MIDWEST,T. Chen,Municipality,38258,P1,Disqualified,Wrong fit
L-P1-00336,06-08-2024,Outbound SDR,Video Analytics,Northeast,J. Sullivan,Enterprise Business,9543,P1,Open,
L-P1-00337,19-01-2024,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Multifamily Property,11918,P1,Open,
L-P1-00338,03/14/2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Campus,56228,P1,Open,
L-P1-00339,10-Sep-24,Partner Referral,Video Analytics,Northeast,J. Sullivan,Municipality,11011,P1,Disqualified,No budget
L-P1-00340,19-Jan-24,Outbound SDR,Digital Signage,Midwest,S. Patel,Campus,30688,P1,Open,
L-P1-00341,22-11-2024 00:00,Outbound SDR,Digital Signage,West,T. Chen,Mixed-Use Development,24275,P1,Open,
L-P1-00342,12-01-2024,INBOUND WEB FORM,Smart Lighting,SOUTH,K. Romano,Multifamily Property,113049,P1,Qualified,
L-P1-00343,09-02-2024 00:00,Inbound Web Form,Smart Buildings,Midwest,R. Alvarez,Multifamily Property,12999,P1,Open,
L-P1-00344,17-01-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,K. Romano,Municipality,11550,P1,Disqualified,Wrong fit
L-P1-00345,06-07-2024 00:00,TRADE SHOW,Digital Signage,NORTHEAST,M. Okafor,Campus,29869,P1,Disqualified,Wrong fit
L-P1-00346,02-03-2024,Partner Referral,Smart Mobility (EV/Parking),West,J. Sullivan,Municipality,49980,P1,Disqualified,Duplicate
L-P1-00347,01-02-2024,Outbound SDR,Smart Buildings,West,L. Fitzgerald,Enterprise Business,58424,P1,Disqualified,No response
L-P1-00348,06-10-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),South,J. Sullivan,Municipality,14207,P1,Open,
L-P1-00349,05-Sep-24,TRADE SHOW,Smart Mobility (EV/Parking),WEST,T. Chen,Mixed-Use Development,41725,P1,Open,
L-P1-00350,09-01-2024,Existing Client Upsell,Digital Signage,South,S. Patel,Mixed-Use Development,8000,P1,Open,
L-P1-00351,08/31/2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Mixed-Use Development,69668,P1,Open,
L-P1-00352,10/13/2024,Existing Client Upsell,Video Analytics,South,R. Alvarez,Enterprise Business,34090,P1,Open,
L-P1-00353,08/15/2024,Outbound SDR,Smart Lighting,South,L. Fitzgerald,Mixed-Use Development,8000,P1,Disqualified,No response
L-P1-00354,27-06-2024 00:00,Partner Referral,Smart Lighting,Northeast,R. Alvarez,Municipality,26863,P1,Disqualified,No budget
L-P1-00355,21-08-2024,Partner Referral,Digital Signage,South,L. Fitzgerald,Campus,14489,P1,Open,
L-P1-00356,26-04-2024 00:00,Existing Client Upsell,Smart Buildings,South,D. Singh,Multifamily Property,15532,P1,Open,
L-P1-00357,24-12-2024 00:00,Outbound SDR,Smart Mobility (EV/Parking),West,D. Singh,Enterprise Business,62447,P1,Open,
L-P1-00358,17-01-2024 00:00,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,S. Patel,Campus,15143,P1,Open,
L-P1-00359,06-01-2024,Trade Show,Smart Buildings,South,K. Romano,Enterprise Business,12662,P1,Disqualified,No response
L-P1-00360,12/20/2024,OUTBOUND SDR,Smart Buildings,MIDWEST,S. Patel,Enterprise Business,58066,P1,Disqualified,Wrong fit
L-P1-00361,25-10-2024,Outbound SDR,Smart Mobility (EV/Parking),West,S. Patel,Municipality,46125,P1,Disqualified,No budget
L-P1-00362,05-07-2024,Outbound SDR,Video Analytics,South,S. Patel,Multifamily Property,16208,P1,Disqualified,No response
L-P1-00363,07/16/2024,Outbound SDR,Smart Buildings,West,K. Romano,Mixed-Use Development,13367,P1,Open,
L-P1-00364,24-Apr-24,Trade Show,Digital Signage,Midwest,J. Sullivan,Enterprise Business,24453,P1,Disqualified,No budget
L-P1-00365,14-Jul-24,Outbound SDR,Video Analytics,Midwest,T. Chen,Municipality,57455,P1,Open,
L-P1-00366,04-09-2024 00:00,Existing Client Upsell,Smart Buildings,Midwest,T. Chen,Multifamily Property,33798,P1,Qualified,
L-P1-00367,13-10-2024 00:00,Inbound Web Form,Smart Lighting,West,S. Patel,Multifamily Property,40498,P1,Qualified,
L-P1-00368,29-01-2024,Partner Referral,Digital Signage,South,,Multifamily Property,24653,P1,Qualified,
L-P1-00369,17-12-2024 00:00,Cold Outreach,Smart Buildings,,,Multifamily Property,17558,P1,Open,
L-P1-00370,10-04-2024,OUTBOUND SDR,Smart Lighting,WEST,K. Romano,Campus,15168,P1,Qualified,
L-P1-00371,07/26/2024,Outbound SDR,Smart Mobility (EV/Parking),South,T. Chen,Campus,21060,P1,Disqualified,No budget
L-P1-00372,03-03-2024,Existing Client Upsell,Smart Lighting,South,L. Fitzgerald,Campus,11433,P1,Open,
L-P1-00373,07-10-2024,Cold Outreach,Smart Mobility (EV/Parking),South,D. Singh,Multifamily Property,19809,P1,Qualified,
L-P1-00374,01-07-2024,Inbound Web Form,Smart Lighting,Midwest,S. Patel,Multifamily Property,21980,P1,Open,
L-P1-00375,29-Oct-24,Partner Referral,Smart Mobility (EV/Parking),Midwest,T. Chen,Multifamily Property,11718,P1,Open,
L-P1-00376,13-11-2024 00:00,COLD OUTREACH,Smart Buildings,NORTHEAST,J. Sullivan,Municipality,18878,P1,Disqualified,No budget
L-P1-00377,08-04-2024 00:00,Partner Referral,Smart Buildings,West,K. Romano,Multifamily Property,22554,P1,Disqualified,No response
L-P1-00378,03-May-24,Inbound Web Form,Smart Lighting,West,L. Fitzgerald,Mixed-Use Development,54485,P1,Qualified,
L-P1-00379,20-May-24,Outbound SDR,Smart Mobility (EV/Parking),South,S. Patel,Mixed-Use Development,82624,P1,Open,
L-P1-00380,01-11-2024,Trade Show,Smart Buildings,,L. Fitzgerald,Multifamily Property,22546,P1,Disqualified,No budget
L-P1-00381,24-Apr-24,Inbound Web Form,Smart Lighting,South,T. Chen,Campus,25217,P1,Qualified,
L-P1-00382,14-04-2024 00:00,Outbound SDR,Video Analytics,South,D. Singh,Mixed-Use Development,11804,P1,Qualified,
L-P1-00383,24-07-2024 00:00,Existing Client Upsell,Digital Signage,Midwest,T. Chen,Municipality,49100,P1,Open,
L-P1-00384,04/21/2024,Inbound Web Form,Smart Buildings,Midwest,D. Singh,Multifamily Property,90509,P1,Qualified,
L-P1-00385,16-02-2024 00:00,Trade Show,Video Analytics,South,R. Alvarez,Enterprise Business,15704,P1,Qualified,
L-P1-00386,14-11-2024,Cold Outreach,Video Analytics,Midwest,M. Okafor,Mixed-Use Development,27761,P1,Disqualified,Wrong fit
L-P1-00387,10/15/2024,Outbound SDR,Smart Mobility (EV/Parking),Northeast,M. Okafor,Municipality,29563,P1,Disqualified,No response
L-P1-00388,09-10-2024 00:00,Outbound SDR,Digital Signage,West,J. Sullivan,Campus,57920,P1,Open,
L-P1-00389,16-10-2024 00:00,Inbound Web Form,Video Analytics,Northeast,M. Okafor,Multifamily Property,26949,P1,Open,
L-P1-00390,07-05-2024,Trade Show,Digital Signage,Midwest,L. Fitzgerald,Multifamily Property,34658,P1,Open,
L-P1-00391,08/15/2024,Existing Client Upsell,Smart Lighting,South,S. Patel,Campus,66441,P1,Disqualified,Wrong fit
L-P1-00392,22-Aug-24,Inbound Web Form,Smart Buildings,Midwest,S. Patel,Enterprise Business,25701,P1,Disqualified,No response
L-P1-00393,28-Jan-24,Partner Referral,Video Analytics,Midwest,S. Patel,Mixed-Use Development,27863,P1,Disqualified,Wrong fit
L-P1-00394,13-01-2024,Trade Show,Smart Buildings,South,L. Fitzgerald,Campus,37328,P1,Qualified,
L-P1-00395,27-02-2024 00:00,Trade Show,Smart Mobility (EV/Parking),Northeast,T. Chen,Campus,45976,P1,Open,
L-P1-00396,18-Sep-24,Existing Client Upsell,Video Analytics,Midwest,M. Okafor,Multifamily Property,58107,P1,Disqualified,Wrong fit
L-P1-00397,08/16/2024,Inbound Web Form,Smart Buildings,West,T. Chen,Multifamily Property,29001,P1,Open,
L-P1-00398,09/24/2024,Inbound Web Form,Smart Lighting,West,T. Chen,Multifamily Property,140510,P1,Open,
