index,lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason,is_deal_value_outlier
200,L-P1-00201,22-04-2024,Partner Referral,Smart Lighting,Northeast,Unassigned,Enterprise Business,25819,P1,Qualified,,FALSE
201,L-P1-00202,20-12-2024,Existing Client Upsell,Digital Signage,Northeast,S. Patel,Enterprise Business,36436,P1,Open,,FALSE
202,L-P1-00203,20-02-2024,Existing Client Upsell,Smart Buildings,Unknown,Unassigned,Mixed-Use Development,20789,P1,Open,,FALSE
203,L-P1-00204,05-02-2024,Existing Client Upsell,Video Analytics,South,M. Okafor,Multifamily Property,38972,P1,Open,,FALSE
204,L-P1-00205,04-09-2024,Outbound Sdr,Smart Buildings,Midwest,L. Fitzgerald,Campus,28392,P1,Disqualified,No response,FALSE
205,L-P1-00206,17-11-2024,Inbound Web Form,Smart Lighting,West,S. Patel,Multifamily Property,52179,P1,Open,,FALSE
206,L-P1-00207,04-06-2024,Outbound Sdr,Smart Buildings,South,K. Romano,Multifamily Property,27366,P1,Qualified,,FALSE
207,L-P1-00208,22-03-2024,Outbound Sdr,Smart Mobility (EV/Parking),South,S. Patel,Mixed-Use Development,16178,P1,Disqualified,No response,FALSE
208,L-P1-00209,18-09-2024,Existing Client Upsell,Smart Buildings,South,D. Singh,Mixed-Use Development,33523,P1,Open,,FALSE
209,L-P1-00210,05-02-2024,Inbound Web Form,Video Analytics,West,K. Romano,Mixed-Use Development,29332,P1,Disqualified,Duplicate,FALSE
210,L-P1-00211,03-06-2024,Trade Show,Smart Buildings,West,J. Sullivan,Mixed-Use Development,24461,P1,Disqualified,Duplicate,FALSE
211,L-P1-00212,06-11-2024,Outbound Sdr,Smart Buildings,West,D. Singh,Multifamily Property,73404,P1,Open,,FALSE
212,L-P1-00213,01-01-2024,Outbound Sdr,Smart Lighting,Northeast,K. Romano,Enterprise Business,27224,P1,Open,,FALSE
213,L-P1-00214,25-01-2024,Inbound Web Form,Digital Signage,Northeast,L. Fitzgerald,Campus,20938,P1,Disqualified,No budget,FALSE
214,L-P1-00215,20-09-2024,Inbound Web Form,Smart Buildings,Midwest,J. Sullivan,Municipality,15836,P1,Open,,FALSE
215,L-P1-00216,18-09-2024,Existing Client Upsell,Video Analytics,West,L. Fitzgerald,Campus,8000,P1,Disqualified,No response,FALSE
216,L-P1-00217,27-01-2024,Partner Referral,Digital Signage,Midwest,D. Singh,Mixed-Use Development,21647,P1,Qualified,,FALSE
217,L-P1-00218,07-07-2024,Inbound Web Form,Digital Signage,West,S. Patel,Mixed-Use Development,23220,P1,Disqualified,No response,FALSE
218,L-P1-00219,28-07-2024,Inbound Web Form,Digital Signage,Northeast,L. Fitzgerald,Municipality,38674,P1,Open,,FALSE
219,L-P1-00220,24-05-2024,Trade Show,Smart Buildings,South,L. Fitzgerald,Campus,23814,P1,Open,,FALSE
220,L-P1-00221,19-02-2024,Existing Client Upsell,Digital Signage,Northeast,D. Singh,Enterprise Business,13000,P1,Disqualified,No response,FALSE
221,L-P1-00222,15-09-2024,Inbound Web Form,Digital Signage,South,M. Okafor,Mixed-Use Development,32438,P1,Disqualified,Wrong fit,FALSE
222,L-P1-00223,01-11-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Mixed-Use Development,23670,P1,Open,,FALSE
223,L-P1-00224,08-02-2024,Trade Show,Digital Signage,West,L. Fitzgerald,Mixed-Use Development,21547,P1,Open,,FALSE
224,L-P1-00225,08-01-2024,Partner Referral,Smart Buildings,South,L. Fitzgerald,Municipality,63571,P1,Open,,FALSE
225,L-P1-00226,04-10-2024,Existing Client Upsell,Smart Buildings,South,K. Romano,Multifamily Property,36838,P1,Disqualified,Wrong fit,FALSE
226,L-P1-00227,24-08-2024,Inbound Web Form,Digital Signage,Midwest,K. Romano,Mixed-Use Development,39151,P1,Open,,FALSE
227,L-P1-00228,16-12-2024,Trade Show,Smart Buildings,South,K. Romano,Campus,18539,P1,Disqualified,Wrong fit,FALSE
228,L-P1-00229,01-03-2024,Partner Referral,Smart Lighting,Midwest,L. Fitzgerald,Mixed-Use Development,12366,P1,Qualified,,FALSE
229,L-P1-00230,15-10-2024,Cold Outreach,Video Analytics,Midwest,D. Singh,Mixed-Use Development,21106,P1,Disqualified,No response,FALSE
230,L-P1-00231,20-04-2024,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Municipality,20715,P1,Qualified,,FALSE
231,L-P1-00232,21-02-2024,Partner Referral,Digital Signage,West,R. Alvarez,Campus,26028,P1,Open,,FALSE
232,L-P1-00233,13-12-2024,Outbound Sdr,Smart Lighting,South,L. Fitzgerald,Multifamily Property,45198,P1,Disqualified,No budget,FALSE
233,L-P1-00234,10-09-2024,Cold Outreach,Digital Signage,South,D. Singh,Enterprise Business,43964,P1,Qualified,,FALSE
234,L-P1-00235,30-10-2024,Outbound Sdr,Video Analytics,Midwest,R. Alvarez,Enterprise Business,36523,P1,Qualified,,FALSE
235,L-P1-00236,18-11-2024,Trade Show,Video Analytics,Midwest,T. Chen,Mixed-Use Development,40438,P1,Disqualified,Duplicate,FALSE
236,L-P1-00237,25-12-2024,Existing Client Upsell,Smart Buildings,Midwest,M. Okafor,Municipality,14213,P1,Qualified,,FALSE
237,L-P1-00238,24-03-2024,Cold Outreach,Smart Lighting,South,J. Sullivan,Mixed-Use Development,60351,P1,Open,,FALSE
238,L-P1-00239,13-02-2024,Inbound Web Form,Video Analytics,West,K. Romano,Municipality,27506,P1,Open,,FALSE
239,L-P1-00240,17-09-2024,Trade Show,Smart Lighting,South,L. Fitzgerald,Mixed-Use Development,34907,P1,Disqualified,Wrong fit,FALSE
240,L-P1-00241,06-12-2024,Inbound Web Form,Smart Lighting,South,S. Patel,Enterprise Business,45950,P1,Disqualified,Duplicate,FALSE
241,L-P1-00242,12-10-2024,Outbound Sdr,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,26318,P1,Open,,FALSE
242,L-P1-00243,04-01-2024,Inbound Web Form,Smart Lighting,South,D. Singh,Mixed-Use Development,8958,P1,Qualified,,FALSE
243,L-P1-00244,29-03-2024,Inbound Web Form,Digital Signage,West,L. Fitzgerald,Campus,14789,P1,Qualified,,FALSE
244,L-P1-00245,26-11-2024,Inbound Web Form,Digital Signage,South,J. Sullivan,Campus,37584,P1,Open,,FALSE
245,L-P1-00246,02-12-2024,Partner Referral,Digital Signage,South,D. Singh,Multifamily Property,15823,P1,Open,,FALSE
246,L-P1-00247,13-03-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,T. Chen,Municipality,8000,P1,Open,,FALSE
247,L-P1-00248,04-01-2024,Trade Show,Video Analytics,Midwest,J. Sullivan,Municipality,25581,P1,Qualified,,FALSE
248,L-P1-00249,11-12-2024,Outbound Sdr,Video Analytics,Midwest,D. Singh,Mixed-Use Development,9054,P1,Qualified,,FALSE
249,L-P1-00250,12-10-2024,Outbound Sdr,Smart Buildings,West,J. Sullivan,Multifamily Property,29146,P1,Qualified,,FALSE
250,L-P1-00251,01-05-2024,Partner Referral,Smart Lighting,Northeast,R. Alvarez,Campus,18948,P1,Qualified,,FALSE
251,L-P1-00252,08-12-2024,Cold Outreach,Digital Signage,South,K. Romano,Multifamily Property,53541,P1,Disqualified,No response,FALSE
252,L-P1-00253,12-01-2024,Partner Referral,Smart Buildings,Northeast,T. Chen,Mixed-Use Development,13135,P1,Open,,FALSE
253,L-P1-00254,16-07-2024,Inbound Web Form,Smart Mobility (EV/Parking),West,R. Alvarez,Campus,29051,P1,Open,,FALSE
254,L-P1-00255,17-09-2024,Partner Referral,Video Analytics,Midwest,T. Chen,Campus,53117,P1,Open,,FALSE
255,L-P1-00256,20-07-2024,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,D. Singh,Municipality,11898,P1,Open,,FALSE
256,L-P1-00257,25-07-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,S. Patel,Multifamily Property,43256,P1,Open,,FALSE
257,L-P1-00258,21-04-2024,Outbound Sdr,Smart Buildings,Midwest,S. Patel,Mixed-Use Development,38643,P1,Qualified,,FALSE
258,L-P1-00259,01-10-2024,Outbound Sdr,Video Analytics,Midwest,J. Sullivan,Campus,225800,P1,Disqualified,Wrong fit,TRUE
259,L-P1-00260,09-05-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,D. Singh,Municipality,13899,P1,Open,,FALSE
260,L-P1-00261,07-04-2024,Partner Referral,Video Analytics,Midwest,R. Alvarez,Enterprise Business,37654,P1,Disqualified,No response,FALSE
261,L-P1-00262,01-11-2024,Partner Referral,Video Analytics,Northeast,S. Patel,Enterprise Business,9371,P1,Disqualified,Duplicate,FALSE
262,L-P1-00263,18-06-2024,Inbound Web Form,Smart Lighting,South,T. Chen,Mixed-Use Development,38655,P1,Open,,FALSE
263,L-P1-00264,19-08-2024,Inbound Web Form,Smart Lighting,South,T. Chen,Mixed-Use Development,10376,P1,Open,,FALSE
264,L-P1-00265,05-12-2024,Existing Client Upsell,Smart Lighting,South,L. Fitzgerald,Enterprise Business,27126,P1,Open,,FALSE
265,L-P1-00266,30-08-2024,Existing Client Upsell,Video Analytics,West,S. Patel,Enterprise Business,28076,P1,Qualified,,FALSE
266,L-P1-00267,21-05-2024,Outbound Sdr,Video Analytics,West,L. Fitzgerald,Municipality,49810,P1,Qualified,,FALSE
267,L-P1-00268,21-07-2024,Inbound Web Form,Digital Signage,West,S. Patel,Mixed-Use Development,24144,P1,Open,,FALSE
268,L-P1-00269,04-12-2024,Outbound Sdr,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,30650,P1,Open,,FALSE
269,L-P1-00270,06-05-2024,Partner Referral,Video Analytics,Midwest,L. Fitzgerald,Municipality,28181,P1,Disqualified,No budget,FALSE
270,L-P1-00271,12-11-2024,Partner Referral,Digital Signage,Midwest,M. Okafor,Municipality,28047,P1,Qualified,,FALSE
271,L-P1-00272,07-03-2024,Partner Referral,Smart Lighting,Northeast,K. Romano,Campus,15844,P1,Disqualified,Duplicate,FALSE
272,L-P1-00273,04-05-2024,Existing Client Upsell,Smart Lighting,West,D. Singh,Mixed-Use Development,38964,P1,Disqualified,Duplicate,FALSE
273,L-P1-00274,14-04-2024,Inbound Web Form,Smart Lighting,Unknown,L. Fitzgerald,Enterprise Business,21228,P1,Qualified,,FALSE
274,L-P1-00275,27-01-2024,Trade Show,Digital Signage,South,K. Romano,Multifamily Property,33443,P1,Disqualified,No budget,FALSE
275,L-P1-00276,26-10-2024,Inbound Web Form,Digital Signage,West,J. Sullivan,Campus,14042,P1,Disqualified,Wrong fit,FALSE
276,L-P1-00277,13-07-2024,Outbound Sdr,Smart Lighting,Northeast,R. Alvarez,Multifamily Property,25567,P1,Qualified,,FALSE
277,L-P1-00278,24-10-2024,Outbound Sdr,Smart Buildings,South,D. Singh,Campus,35824,P1,Open,,FALSE
278,L-P1-00279,16-08-2024,Partner Referral,Digital Signage,West,T. Chen,Municipality,23037,P1,Open,,FALSE
279,L-P1-00280,12-05-2024,Trade Show,Digital Signage,South,M. Okafor,Enterprise Business,17253,P1,Disqualified,Duplicate,FALSE
280,L-P1-00281,18-03-2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,T. Chen,Mixed-Use Development,12241,P1,Disqualified,No response,FALSE
281,L-P1-00282,15-08-2024,Inbound Web Form,Video Analytics,West,T. Chen,Municipality,21590,P1,Qualified,,FALSE
282,L-P1-00283,29-10-2024,Partner Referral,Smart Mobility (EV/Parking),West,T. Chen,Municipality,23360,P1,Qualified,,FALSE
283,L-P1-00284,13-04-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,S. Patel,Mixed-Use Development,28391,P1,Open,,FALSE
284,L-P1-00285,03-05-2024,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Enterprise Business,17712,P1,Disqualified,Wrong fit,FALSE
285,L-P1-00286,03-11-2024,Partner Referral,Digital Signage,Northeast,D. Singh,Municipality,45034,P1,Open,,FALSE
286,L-P1-00287,26-06-2024,Existing Client Upsell,Smart Lighting,West,R. Alvarez,Enterprise Business,41264,P1,Qualified,,FALSE
287,L-P1-00288,22-11-2024,Outbound Sdr,Video Analytics,South,K. Romano,Multifamily Property,33057,P1,Open,,FALSE
288,L-P1-00289,21-01-2024,Cold Outreach,Smart Lighting,West,T. Chen,Mixed-Use Development,24708,P1,Disqualified,No budget,FALSE
289,L-P1-00290,16-10-2024,Partner Referral,Video Analytics,South,D. Singh,Municipality,21741,P1,Disqualified,No budget,FALSE
290,L-P1-00291,04-04-2024,Trade Show,Digital Signage,Midwest,R. Alvarez,Multifamily Property,25085,P1,Disqualified,Duplicate,FALSE
291,L-P1-00292,13-04-2024,Inbound Web Form,Video Analytics,South,R. Alvarez,Mixed-Use Development,26806,P1,Open,,FALSE
292,L-P1-00293,12-09-2024,Cold Outreach,Smart Buildings,Midwest,L. Fitzgerald,Municipality,10071,P1,Qualified,,FALSE
293,L-P1-00294,04-07-2024,Cold Outreach,Video Analytics,Midwest,M. Okafor,Mixed-Use Development,21275,P1,Qualified,,FALSE
294,L-P1-00295,29-12-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Campus,24884,P1,Disqualified,Wrong fit,FALSE
295,L-P1-00296,31-03-2024,Inbound Web Form,Video Analytics,West,J. Sullivan,Campus,11482,P1,Disqualified,No budget,FALSE
296,L-P1-00297,01-12-2024,Cold Outreach,Video Analytics,Northeast,K. Romano,Campus,10927,P1,Disqualified,No response,FALSE
297,L-P1-00298,26-08-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,K. Romano,Municipality,17183,P1,Open,,FALSE
298,L-P1-00299,09-12-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,K. Romano,Municipality,104872,P1,Qualified,,TRUE
299,L-P1-00300,08-04-2024,Inbound Web Form,Digital Signage,West,T. Chen,Campus,60571,P1,Open,,FALSE
300,L-P1-00301,03-03-2024,Outbound Sdr,Smart Buildings,South,M. Okafor,Multifamily Property,35593,P1,Open,,FALSE
301,L-P1-00302,06-07-2024,Partner Referral,Smart Lighting,South,T. Chen,Mixed-Use Development,14072,P1,Qualified,,FALSE
302,L-P1-00303,16-09-2024,Cold Outreach,Smart Mobility (EV/Parking),South,R. Alvarez,Campus,40119,P1,Open,,FALSE
303,L-P1-00304,05-04-2024,Outbound Sdr,Video Analytics,Midwest,L. Fitzgerald,Mixed-Use Development,31647,P1,Open,,FALSE
304,L-P1-00305,25-04-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,M. Okafor,Municipality,16225,P1,Qualified,,FALSE
305,L-P1-00306,11-02-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,T. Chen,Mixed-Use Development,24511,P1,Open,,FALSE
306,L-P1-00307,22-02-2024,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,33119,P1,Open,,FALSE
307,L-P1-00308,12-02-2024,Existing Client Upsell,Smart Lighting,West,K. Romano,Enterprise Business,26255,P1,Qualified,,FALSE
308,L-P1-00309,23-02-2024,Outbound Sdr,Digital Signage,Midwest,L. Fitzgerald,Multifamily Property,69665,P1,Open,,FALSE
309,L-P1-00310,25-03-2024,Existing Client Upsell,Smart Buildings,Midwest,D. Singh,Mixed-Use Development,27324,P1,Open,,FALSE
310,L-P1-00311,28-11-2024,Outbound Sdr,Digital Signage,Northeast,J. Sullivan,Multifamily Property,37989,P1,Open,,FALSE
311,L-P1-00312,26-05-2024,Inbound Web Form,Video Analytics,South,L. Fitzgerald,Mixed-Use Development,20340,P1,Disqualified,Wrong fit,FALSE
312,L-P1-00313,22-06-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Multifamily Property,12977,P1,Open,,FALSE
313,L-P1-00314,23-01-2024,Trade Show,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,19144,P1,Qualified,,FALSE
314,L-P1-00315,11-02-2024,Trade Show,Smart Buildings,South,J. Sullivan,Mixed-Use Development,37310,P1,Open,,FALSE
315,L-P1-00316,07-10-2024,Inbound Web Form,Smart Lighting,South,D. Singh,Campus,22838,P1,Open,,FALSE
316,L-P1-00317,14-07-2024,Inbound Web Form,Video Analytics,South,S. Patel,Enterprise Business,39925,P1,Disqualified,Duplicate,FALSE
317,L-P1-00318,10-11-2024,Outbound Sdr,Smart Buildings,West,R. Alvarez,Mixed-Use Development,38091,P1,Open,,FALSE
318,L-P1-00319,17-03-2024,Trade Show,Digital Signage,Northeast,T. Chen,Campus,28463,P1,Open,,FALSE
319,L-P1-00320,14-03-2024,Partner Referral,Video Analytics,South,S. Patel,Multifamily Property,11158,P1,Disqualified,Wrong fit,FALSE
320,L-P1-00321,01-08-2024,Existing Client Upsell,Smart Lighting,Northeast,K. Romano,Enterprise Business,20898,P1,Qualified,,FALSE
321,L-P1-00322,19-10-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,S. Patel,Campus,21397,P1,Disqualified,Wrong fit,FALSE
322,L-P1-00323,13-01-2024,Inbound Web Form,Smart Lighting,South,J. Sullivan,Mixed-Use Development,27504,P1,Open,,FALSE
323,L-P1-00324,13-12-2024,Partner Referral,Smart Buildings,West,R. Alvarez,Municipality,13638,P1,Qualified,,FALSE
324,L-P1-00325,27-11-2024,Outbound Sdr,Video Analytics,Northeast,S. Patel,Municipality,36341,P1,Open,,FALSE
325,L-P1-00326,29-06-2024,Inbound Web Form,Digital Signage,Northeast,R. Alvarez,Mixed-Use Development,75539,P1,Disqualified,Duplicate,FALSE
326,L-P1-00327,08-10-2024,Partner Referral,Smart Lighting,Midwest,J. Sullivan,Multifamily Property,34458,P1,Open,,FALSE
327,L-P1-00328,31-10-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,T. Chen,Enterprise Business,34554,P1,Open,,FALSE
328,L-P1-00329,26-04-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,S. Patel,Campus,8000,P1,Open,,FALSE
329,L-P1-00330,03-02-2024,Outbound Sdr,Smart Lighting,West,S. Patel,Mixed-Use Development,16951,P1,Open,,FALSE
330,L-P1-00331,27-09-2024,Outbound Sdr,Video Analytics,South,R. Alvarez,Multifamily Property,25358,P1,Disqualified,No response,FALSE
331,L-P1-00332,22-10-2024,Outbound Sdr,Video Analytics,South,T. Chen,Multifamily Property,14002,P1,Disqualified,No response,FALSE
332,L-P1-00333,23-03-2024,Partner Referral,Smart Lighting,West,T. Chen,Multifamily Property,42614,P1,Open,,FALSE
333,L-P1-00334,09-02-2024,Partner Referral,Smart Lighting,West,S. Patel,Multifamily Property,31461,P1,Open,,FALSE
334,L-P1-00335,21-10-2024,Inbound Web Form,Smart Lighting,Midwest,T. Chen,Municipality,38258,P1,Disqualified,Wrong fit,FALSE
335,L-P1-00336,08-06-2024,Outbound Sdr,Video Analytics,Northeast,J. Sullivan,Enterprise Business,9543,P1,Open,,FALSE
336,L-P1-00337,19-01-2024,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Multifamily Property,11918,P1,Open,,FALSE
337,L-P1-00338,14-03-2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Campus,56228,P1,Open,,FALSE
338,L-P1-00339,10-09-2024,Partner Referral,Video Analytics,Northeast,J. Sullivan,Municipality,11011,P1,Disqualified,No budget,FALSE
339,L-P1-00340,19-01-2024,Outbound Sdr,Digital Signage,Midwest,S. Patel,Campus,30688,P1,Open,,FALSE
340,L-P1-00341,22-11-2024,Outbound Sdr,Digital Signage,West,T. Chen,Mixed-Use Development,24275,P1,Open,,FALSE
341,L-P1-00342,01-12-2024,Inbound Web Form,Smart Lighting,South,K. Romano,Multifamily Property,113049,P1,Qualified,,TRUE
342,L-P1-00343,02-09-2024,Inbound Web Form,Smart Buildings,Midwest,R. Alvarez,Multifamily Property,12999,P1,Open,,FALSE
343,L-P1-00344,17-01-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,K. Romano,Municipality,11550,P1,Disqualified,Wrong fit,FALSE
344,L-P1-00345,07-06-2024,Trade Show,Digital Signage,Northeast,M. Okafor,Campus,29869,P1,Disqualified,Wrong fit,FALSE
345,L-P1-00346,03-02-2024,Partner Referral,Smart Mobility (EV/Parking),West,J. Sullivan,Municipality,49980,P1,Disqualified,Duplicate,FALSE
346,L-P1-00347,02-01-2024,Outbound Sdr,Smart Buildings,West,L. Fitzgerald,Enterprise Business,58424,P1,Disqualified,No response,FALSE
347,L-P1-00348,10-06-2024,Outbound Sdr,Smart Mobility (EV/Parking),South,J. Sullivan,Municipality,14207,P1,Open,,FALSE
348,L-P1-00349,05-09-2024,Trade Show,Smart Mobility (EV/Parking),West,T. Chen,Mixed-Use Development,41725,P1,Open,,FALSE
349,L-P1-00350,01-09-2024,Existing Client Upsell,Digital Signage,South,S. Patel,Mixed-Use Development,8000,P1,Open,,FALSE
350,L-P1-00351,31-08-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Mixed-Use Development,69668,P1,Open,,FALSE
351,L-P1-00352,13-10-2024,Existing Client Upsell,Video Analytics,South,R. Alvarez,Enterprise Business,34090,P1,Open,,FALSE
352,L-P1-00353,15-08-2024,Outbound Sdr,Smart Lighting,South,L. Fitzgerald,Mixed-Use Development,8000,P1,Disqualified,No response,FALSE
353,L-P1-00354,27-06-2024,Partner Referral,Smart Lighting,Northeast,R. Alvarez,Municipality,26863,P1,Disqualified,No budget,FALSE
354,L-P1-00355,21-08-2024,Partner Referral,Digital Signage,South,L. Fitzgerald,Campus,14489,P1,Open,,FALSE
355,L-P1-00356,26-04-2024,Existing Client Upsell,Smart Buildings,South,D. Singh,Multifamily Property,15532,P1,Open,,FALSE
356,L-P1-00357,24-12-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,D. Singh,Enterprise Business,62447,P1,Open,,FALSE
357,L-P1-00358,17-01-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,S. Patel,Campus,15143,P1,Open,,FALSE
358,L-P1-00359,01-06-2024,Trade Show,Smart Buildings,South,K. Romano,Enterprise Business,12662,P1,Disqualified,No response,FALSE
359,L-P1-00360,20-12-2024,Outbound Sdr,Smart Buildings,Midwest,S. Patel,Enterprise Business,58066,P1,Disqualified,Wrong fit,FALSE
360,L-P1-00361,25-10-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,S. Patel,Municipality,46125,P1,Disqualified,No budget,FALSE
361,L-P1-00362,07-05-2024,Outbound Sdr,Video Analytics,South,S. Patel,Multifamily Property,16208,P1,Disqualified,No response,FALSE
362,L-P1-00363,16-07-2024,Outbound Sdr,Smart Buildings,West,K. Romano,Mixed-Use Development,13367,P1,Open,,FALSE
363,L-P1-00364,24-04-2024,Trade Show,Digital Signage,Midwest,J. Sullivan,Enterprise Business,24453,P1,Disqualified,No budget,FALSE
364,L-P1-00365,14-07-2024,Outbound Sdr,Video Analytics,Midwest,T. Chen,Municipality,57455,P1,Open,,FALSE
365,L-P1-00366,09-04-2024,Existing Client Upsell,Smart Buildings,Midwest,T. Chen,Multifamily Property,33798,P1,Qualified,,FALSE
366,L-P1-00367,13-10-2024,Inbound Web Form,Smart Lighting,West,S. Patel,Multifamily Property,40498,P1,Qualified,,FALSE
367,L-P1-00368,29-01-2024,Partner Referral,Digital Signage,South,Unassigned,Multifamily Property,24653,P1,Qualified,,FALSE
368,L-P1-00369,17-12-2024,Cold Outreach,Smart Buildings,Unknown,Unassigned,Multifamily Property,17558,P1,Open,,FALSE
369,L-P1-00370,04-10-2024,Outbound Sdr,Smart Lighting,West,K. Romano,Campus,15168,P1,Qualified,,FALSE
